0.5511695906432752, 0.1360824742268045
0.5921052631578948, 0.24742268041237153
0.6432748538011694, 0.35051546391752636
0.7353801169590644, 0.504742242872101
0.8172514619883042, 0.6243298717380802
0.9298245614035083, 0.7851546140061212
1.032163742690058, 0.9245360698896588
1.1856725146198825, 1.0771133894772873
1.3187134502923976, 1.2181443047277707
1.5745614035087716, 1.403711315037049
1.7690058479532162, 1.5068040985422038
2.06578947368421, 1.601649459366946
2.3728070175438587, 1.6676288408102449
2.659356725146199, 1.7047422428721006
2.9766081871345027, 1.7253607995731315
3.222222222222222, 1.7418556449339562
3.498538011695907, 1.7542267789545747
3.723684210526315, 1.7542267789545747
3.9385964912280707, 1.7542267789545747
3.6418128654970756, 2.5336082222535437
